,Y,1,X1,X2
0,1.0,1.0,1.764052345967664,0.0
1,2.0,1.0,0.4001572083672233,0.0
2,5.0,1.0,0.9787379841057392,1.0
3,2.0,1.0,2.240893199201458,1.0
4,0.0,1.0,1.8675579901499675,0.0
5,1.0,1.0,-0.977277879876411,0.0
6,4.0,1.0,0.9500884175255894,1.0
7,6.0,1.0,-0.1513572082976979,1.0
8,1.0,1.0,-0.10321885179355784,0.0
9,1.0,1.0,0.41059850193837233,0.0
10,1.0,1.0,0.144043571160878,0.0
11,0.0,1.0,1.454273506962975,0.0
12,0.0,1.0,0.7610377251469934,0.0
13,2.0,1.0,0.12167501649282841,0.0
14,3.0,1.0,0.44386323274542566,1.0
15,6.0,1.0,0.33367432737426683,1.0
16,1.0,1.0,1.4940790731576061,1.0
17,2.0,1.0,-0.20515826376580087,0.0
18,3.0,1.0,0.31306770165090136,0.0
19,0.0,1.0,-0.8540957393017248,0.0
20,6.0,1.0,-2.5529898158340787,1.0
21,0.0,1.0,0.6536185954403606,0.0
22,6.0,1.0,0.8644361988595057,1.0
23,6.0,1.0,-0.7421650204064419,1.0
24,1.0,1.0,2.2697546239876076,1.0
25,6.0,1.0,-1.4543656745987648,1.0
26,2.0,1.0,0.04575851730144607,0.0
27,1.0,1.0,-0.1871838500258336,0.0
28,4.0,1.0,1.5327792143584575,1.0
29,0.0,1.0,1.469358769900285,0.0
30,0.0,1.0,0.1549474256969163,0.0
31,6.0,1.0,0.37816251960217356,1.0
32,1.0,1.0,-0.8877857476301128,1.0
33,5.0,1.0,-1.980796468223927,0.0
34,0.0,1.0,-0.3479121493261526,1.0
35,5.0,1.0,0.15634896910398005,1.0
36,0.0,1.0,1.2302906807277207,0.0
37,0.0,1.0,1.2023798487844113,0.0
38,6.0,1.0,-0.3873268174079523,1.0
39,2.0,1.0,-0.30230275057533557,1.0
40,5.0,1.0,-1.0485529650670926,1.0
41,4.0,1.0,-1.4200179371789752,1.0
42,5.0,1.0,-1.7062701906250126,0.0
43,0.0,1.0,1.9507753952317897,0.0
44,0.0,1.0,-0.5096521817516535,0.0
45,4.0,1.0,-0.4380743016111864,1.0
46,4.0,1.0,-1.2527953600499262,0.0
47,3.0,1.0,0.7774903558319101,0.0
48,2.0,1.0,-1.6138978475579515,0.0
49,0.0,1.0,-0.2127402802139687,0.0
50,1.0,1.0,-0.8954665611936756,0.0
51,6.0,1.0,0.386902497859262,1.0
52,2.0,1.0,-0.510805137568873,0.0
53,6.0,1.0,-1.180632184122412,1.0
54,1.0,1.0,-0.028182228338654868,0.0
55,6.0,1.0,0.42833187053041766,1.0
56,1.0,1.0,0.06651722238316789,1.0
57,4.0,1.0,0.3024718977397814,1.0
58,6.0,1.0,-0.6343220936809636,1.0
59,6.0,1.0,-0.3627411659871381,1.0
60,1.0,1.0,-0.672460447775951,1.0
61,3.0,1.0,-0.3595531615405413,1.0
62,5.0,1.0,-0.813146282044454,1.0
63,6.0,1.0,-1.7262826023316769,1.0
64,2.0,1.0,0.17742614225375283,0.0
65,2.0,1.0,-0.4017809362082619,1.0
66,1.0,1.0,-1.6301983469660446,0.0
67,1.0,1.0,0.4627822555257742,0.0
68,0.0,1.0,-0.9072983643832422,0.0
69,5.0,1.0,0.05194539579613895,1.0
70,2.0,1.0,0.7290905621775369,1.0
71,2.0,1.0,0.12898291075741067,0.0
72,5.0,1.0,1.1394006845433007,1.0
73,1.0,1.0,-1.2348258203536526,0.0
74,0.0,1.0,0.402341641177549,0.0
75,6.0,1.0,-0.6848100909403132,1.0
76,1.0,1.0,-0.8707971491818818,0.0
77,1.0,1.0,-0.5788496647644155,0.0
78,3.0,1.0,-0.31155253212737266,1.0
79,1.0,1.0,0.05616534222974544,1.0
80,1.0,1.0,-1.1651498407833565,1.0
81,0.0,1.0,0.9008264869541871,0.0
82,3.0,1.0,0.46566243973045984,1.0
83,2.0,1.0,-1.5362436862772237,1.0
84,0.0,1.0,1.4882521937955997,0.0
85,1.0,1.0,1.8958891760305832,0.0
86,0.0,1.0,1.1787795711596507,0.0
87,2.0,1.0,-0.17992483581235091,1.0
88,4.0,1.0,-1.0707526215105425,0.0
89,0.0,1.0,1.0544517269311366,0.0
90,0.0,1.0,-0.40317694697317963,0.0
91,3.0,1.0,1.2224450703824274,0.0
92,3.0,1.0,0.2082749780768603,1.0
93,3.0,1.0,0.9766390364837128,1.0
94,4.0,1.0,0.3563663971744019,1.0
95,0.0,1.0,0.7065731681919482,0.0
96,0.0,1.0,0.010500020720820478,1.0
97,4.0,1.0,1.7858704939058352,1.0
98,5.0,1.0,0.12691209270361992,1.0
99,0.0,1.0,0.40198936344470165,0.0
100,0.0,1.0,1.8831506970562544,0.0
101,2.0,1.0,-1.3477590611424464,1.0
102,2.0,1.0,-1.2704849984857336,0.0
103,5.0,1.0,0.9693967081580112,1.0
104,4.0,1.0,-1.17312340511416,1.0
105,0.0,1.0,1.9436211856492926,0.0
106,2.0,1.0,-0.41361898075974735,1.0
107,1.0,1.0,-0.7474548114407578,0.0
108,4.0,1.0,1.9229420264803847,1.0
109,3.0,1.0,1.4805147914344243,1.0
110,4.0,1.0,1.8675589604265699,0.0
111,2.0,1.0,0.9060446582753853,1.0
112,6.0,1.0,-0.8612256850547025,1.0
113,2.0,1.0,1.9100649530990337,1.0
114,3.0,1.0,-0.2680033709513804,1.0
115,1.0,1.0,0.8024563957963952,1.0
116,0.0,1.0,0.947251967773748,0.0
117,5.0,1.0,-0.1550100930908342,1.0
118,2.0,1.0,0.6140793703460803,0.0
119,2.0,1.0,0.9222066715665268,0.0
120,3.0,1.0,0.37642553115562943,1.0
121,1.0,1.0,-1.0994007905841945,0.0
122,0.0,1.0,0.298238174206056,0.0
123,2.0,1.0,1.3263858966870303,0.0
124,1.0,1.0,-0.6945678597313655,0.0
125,3.0,1.0,-0.14963454032767076,1.0
126,0.0,1.0,-0.43515355172163744,1.0
127,2.0,1.0,1.8492637284793418,1.0
128,5.0,1.0,0.6722947570124355,1.0
129,6.0,1.0,0.40746183624111043,1.0
